4 0.998331 10000.000000 1.000000 20000.000000 1.000000 20000.000000 1.000000 20000.000000 1.000000 20000.000000
14 0.998331 10000.000000 1.000000 20000.000000 1.000000 20000.000000 1.000000 20000.000000 1.000000 20000.000000
24 0.998330 10000.000000 0.998400 12000.000000 0.998608 14000.000000 1.000000 20000.000000 1.000000 20000.000000
34 0.998330 10000.000000 0.998379 12000.000000 0.998821 14000.000000 1.000000 20000.000000 1.000000 20000.000000
44 0.998329 10000.000000 0.998367 12000.000000 0.998899 14000.000000 0.999165 16000.000000 1.000000 20000.000000
54 0.998329 10000.000000 0.998391 12000.000000 0.998917 14000.000000 0.999288 16000.000000 1.000000 20000.000000
64 0.998329 10000.000000 0.998799 14000.000000 0.999373 16000.000000 1.000000 20000.000000 1.000000 20000.000000
74 0.998328 10000.000000 0.998373 12000.000000 0.998916 14000.000000 0.999458 16000.000000 1.000000 20000.000000
84 0.998328 10000.000000 0.998388 12000.000000 0.999045 14000.000000 0.999522 16000.000000 1.000000 20000.000000
94 0.998328 10000.000000 0.998399 12000.000000 0.999146 14000.000000 0.999573 16000.000000 1.000000 20000.000000
104 0.998327 10000.000000 0.998440 12000.000000 0.999228 14000.000000 0.999614 16000.000000 1.000000 20000.000000
114 0.998327 10000.000000 0.998518 12000.000000 0.999296 14000.000000 0.999648 16000.000000 1.000000 20000.000000
124 0.998327 10000.000000 0.998502 12000.000000 0.999352 14000.000000 0.999676 16000.000000 1.000000 20000.000000
134 0.998326 10000.000000 0.998464 12000.000000 0.999401 14000.000000 0.999700 16000.000000 1.000000 20000.000000
144 0.998326 10000.000000 0.998500 12000.000000 0.999442 14000.000000 0.999721 16000.000000 1.000000 20000.000000
154 0.998326 10000.000000 0.998467 12000.000000 0.999478 14000.000000 0.999739 16000.000000 1.000000 20000.000000
164 0.998325 10000.000000 0.998519 12000.000000 0.999510 14000.000000 0.999755 16000.000000 1.000000 20000.000000
174 0.998325 10000.000000 0.998556 12000.000000 0.999538 14000.000000 0.999769 16000.000000 1.000000 20000.000000
184 0.998325 10000.000000 0.998534 12000.000000 0.999563 14000.000000 0.999782 16000.000000 1.000000 20000.000000
194 0.998325 10000.000000 0.998592 12000.000000 0.999585 14000.000000 0.999793 16000.000000 1.000000 20000.000000
204 0.998324 10000.000000 0.998645 12000.000000 0.999606 14000.000000 0.999803 16000.000000 1.000000 20000.000000
214 0.998324 10000.000000 0.998598 12000.000000 0.999624 14000.000000 0.999812 16000.000000 1.000000 20000.000000
224 0.998324 10000.000000 0.998638 12000.000000 0.999641 14000.000000 0.999820 16000.000000 1.000000 20000.000000
234 0.998324 10000.000000 0.998696 12000.000000 0.999656 14000.000000 0.999828 16000.000000 1.000000 20000.000000
244 0.998323 10000.000000 0.998688 12000.000000 0.999670 14000.000000 0.999835 16000.000000 1.000000 20000.000000
254 0.998323 10000.000000 0.998680 12000.000000 0.999683 14000.000000 0.999842 16000.000000 1.000000 20000.000000
264 0.998323 10000.000000 0.998717 12000.000000 0.999695 14000.000000 0.999848 16000.000000 1.000000 20000.000000
274 0.998323 10000.000000 0.998702 12000.000000 0.999706 14000.000000 0.999853 16000.000000 1.000000 20000.000000
284 0.998323 10000.000000 0.998724 12000.000000 0.999716 14000.000000 0.999858 16000.000000 1.000000 20000.000000
294 0.998322 10000.000000 0.998716 12000.000000 0.999726 14000.000000 0.999863 16000.000000 1.000000 20000.000000
304 0.998322 10000.000000 0.998714 12000.000000 0.999735 14000.000000 0.999868 16000.000000 1.000000 20000.000000
314 0.998321 10000.000000 0.998712 12000.000000 0.999743 14000.000000 0.999872 16000.000000 1.000000 20000.000000
324 0.998321 10000.000000 0.998710 12000.000000 0.999751 14000.000000 0.999876 16000.000000 1.000000 20000.000000
334 0.998321 10000.000000 0.998743 12000.000000 0.999759 14000.000000 0.999879 16000.000000 1.000000 20000.000000
344 0.998321 10000.000000 0.998770 12000.000000 0.999766 14000.000000 0.999883 16000.000000 1.000000 20000.000000
354 0.998321 10000.000000 0.998805 12000.000000 0.999772 14000.000000 0.999886 16000.000000 1.000000 20000.000000
364 0.998321 10000.000000 0.998837 12000.000000 0.999779 14000.000000 0.999889 16000.000000 1.000000 20000.000000
374 0.998320 10000.000000 0.998832 12000.000000 0.999784 14000.000000 0.999892 16000.000000 1.000000 20000.000000
384 0.998320 10000.000000 0.998858 12000.000000 0.999790 14000.000000 0.999895 16000.000000 1.000000 20000.000000
394 0.998320 10000.000000 0.998887 12000.000000 0.999795 14000.000000 0.999898 16000.000000 1.000000 20000.000000
404 0.998320 10000.000000 0.998910 12000.000000 0.999800 14000.000000 0.999900 16000.000000 1.000000 20000.000000
414 0.998320 10000.000000 0.998937 12000.000000 0.999805 14000.000000 0.999903 16000.000000 1.000000 20000.000000
424 0.998320 10000.000000 0.998934 12000.000000 0.999810 14000.000000 0.999905 16000.000000 1.000000 20000.000000
434 0.998319 10000.000000 0.998896 12000.000000 0.999814 14000.000000 0.999907 16000.000000 1.000000 20000.000000
444 0.998319 10000.000000 0.998921 12000.000000 0.999818 14000.000000 0.999909 16000.000000 1.000000 20000.000000
454 0.998319 10000.000000 0.998911 12000.000000 0.999822 14000.000000 0.999911 16000.000000 1.000000 20000.000000
464 0.998318 10000.000000 0.998905 12000.000000 0.999826 14000.000000 0.999913 16000.000000 1.000000 20000.000000
474 0.998318 10000.000000 0.998929 12000.000000 0.999830 14000.000000 0.999915 16000.000000 1.000000 20000.000000
484 0.998318 10000.000000 0.998891 12000.000000 0.999833 14000.000000 0.999917 16000.000000 1.000000 20000.000000
494 0.998317 10000.000000 0.998886 12000.000000 0.999836 14000.000000 0.999918 16000.000000 1.000000 20000.000000
504 0.998316 10000.000000 0.998854 12000.000000 0.999840 14000.000000 0.999920 16000.000000 1.000000 20000.000000
514 0.998316 10000.000000 0.998850 12000.000000 0.999843 14000.000000 0.999921 16000.000000 1.000000 20000.000000
