0.004237 343189.000000
0.008475 343654.000000
0.012712 346112.000000
0.016949 347285.000000
0.021186 348342.000000
0.025424 348975.000000
0.029661 349198.000000
0.033898 349335.000000
0.038136 349357.000000
0.042373 349386.000000
0.046610 349588.000000
0.050847 350364.000000
0.055085 350401.000000
0.059322 350440.000000
0.063559 350568.000000
0.067797 350571.000000
0.072034 350588.000000
0.076271 350682.000000
0.080508 351972.000000
0.084746 352151.000000
0.088983 352410.000000
0.093220 352725.000000
0.097458 353077.000000
0.101695 353087.000000
0.105932 353140.000000
0.110169 353218.000000
0.114407 353308.000000
0.118644 353312.000000
0.122881 353341.000000
0.127119 353363.000000
0.131356 353522.000000
0.135593 353615.000000
0.139831 353625.000000
0.144068 354191.000000
0.148305 354449.000000
0.152542 354658.000000
0.156780 354801.000000
0.161017 355192.000000
0.165254 355454.000000
0.169492 355929.000000
0.173729 356071.000000
0.177966 356240.000000
0.182203 356367.000000
0.186441 356491.000000
0.190678 356849.000000
0.194915 356942.000000
0.199153 356948.000000
0.203390 356982.000000
0.207627 357115.000000
0.211864 357231.000000
0.216102 357257.000000
0.220339 357310.000000
0.224576 357312.000000
0.228814 357329.000000
0.233051 357335.000000
0.237288 357340.000000
0.241525 357354.000000
0.245763 357375.000000
0.250000 357386.000000
0.254237 357410.000000
0.258475 357421.000000
0.262712 357648.000000
0.266949 357679.000000
0.271186 357746.000000
0.275424 357825.000000
0.279661 357847.000000
0.283898 357868.000000
0.288136 357952.000000
0.292373 357967.000000
0.296610 358181.000000
0.300847 358220.000000
0.305085 358508.000000
0.309322 358667.000000
0.313559 359067.000000
0.317797 359129.000000
0.322034 359563.000000
0.326271 359682.000000
0.330508 359699.000000
0.334746 359923.000000
0.338983 359934.000000
0.343220 359995.000000
0.347458 360086.000000
0.351695 360099.000000
0.355932 360251.000000
0.360169 360271.000000
0.364407 360338.000000
0.368644 360457.000000
0.372881 360667.000000
0.377119 360829.000000
0.381356 361320.000000
0.385593 361774.000000
0.389831 361828.000000
0.394068 362082.000000
0.398305 362337.000000
0.402542 362390.000000
0.406780 362451.000000
0.411017 362495.000000
0.415254 362589.000000
0.419492 362604.000000
0.423729 362627.000000
0.427966 362724.000000
0.432203 362911.000000
0.436441 362957.000000
0.440678 363433.000000
0.444915 363669.000000
0.449153 363717.000000
0.453390 363774.000000
0.457627 363820.000000
0.461864 363961.000000
0.466102 363976.000000
0.470339 364050.000000
0.474576 364070.000000
0.478814 364089.000000
0.483051 364302.000000
0.487288 364408.000000
0.491525 364709.000000
0.495763 365086.000000
0.500000 365268.000000
0.504237 365621.000000
0.508475 365694.000000
0.512712 366033.000000
0.516949 366039.000000
0.521186 366116.000000
0.525424 366127.000000
0.529661 366223.000000
0.533898 366303.000000
0.538136 366934.000000
0.542373 367007.000000
0.546610 367038.000000
0.550847 367069.000000
0.555085 367149.000000
0.559322 367440.000000
0.563559 367497.000000
0.567797 367498.000000
0.572034 367513.000000
0.576271 367848.000000
0.584746 368184.000000
0.588983 368738.000000
0.593220 368906.000000
0.597458 368985.000000
0.601695 368989.000000
0.605932 368993.000000
0.610169 369078.000000
0.614407 369233.000000
0.618644 369263.000000
0.622881 369265.000000
0.627119 369268.000000
0.631356 369373.000000
0.635593 369686.000000
0.639831 369787.000000
0.644068 369800.000000
0.648305 370000.000000
0.652542 370375.000000
0.656780 370438.000000
0.661017 370587.000000
0.665254 370594.000000
0.669492 370724.000000
0.673729 370924.000000
0.677966 371039.000000
0.682203 371108.000000
0.686441 371399.000000
0.690678 371589.000000
0.694915 371860.000000
0.699153 371939.000000
0.703390 372209.000000
0.707627 372454.000000
0.711864 372695.000000
0.716102 373199.000000
0.720339 373447.000000
0.724576 373582.000000
0.728814 373830.000000
0.733051 374546.000000
0.737288 374756.000000
0.741525 374818.000000
0.745763 374837.000000
0.750000 375193.000000
0.754237 375800.000000
0.758475 375896.000000
0.762712 376047.000000
0.766949 376844.000000
0.771186 377303.000000
0.775424 377394.000000
0.779661 377924.000000
0.783898 378161.000000
0.788136 378332.000000
0.792373 378408.000000
0.796610 378550.000000
0.800847 378618.000000
0.805085 378744.000000
0.809322 378783.000000
0.813559 379140.000000
0.817797 379651.000000
0.822034 380465.000000
0.826271 380722.000000
0.830508 380759.000000
0.834746 381083.000000
0.838983 381121.000000
0.843220 381158.000000
0.847458 381260.000000
0.851695 381286.000000
0.855932 381340.000000
0.860169 381430.000000
0.864407 381725.000000
0.868644 381979.000000
0.872881 383125.000000
0.877119 383282.000000
0.881356 383368.000000
0.885593 383510.000000
0.889831 383921.000000
0.894068 384113.000000
0.898305 384694.000000
0.902542 384744.000000
0.906780 385019.000000
0.911017 385175.000000
0.915254 385277.000000
0.919492 385649.000000
0.923729 386133.000000
0.927966 386444.000000
0.932203 386458.000000
0.936441 386528.000000
0.940678 386703.000000
0.944915 386740.000000
0.949153 386918.000000
0.953390 387018.000000
0.957627 387217.000000
0.961864 387384.000000
0.966102 389557.000000
0.970339 389730.000000
0.974576 391236.000000
0.978814 391287.000000
0.983051 391332.000000
0.987288 391446.000000
0.991525 393547.000000
0.995763 393761.000000
1.000000 395618.000000
